"name","code","price","measurement","use_for","years_of_circulation","category","space","location","forsalewhat","introduction","score","suggest","location_advantage","climate","related_support","land","status"
"四川资阳200亩果园转让","土地编码：104243 更新时间：2018-10-20 05:57:35 64 次查看","80","万元","园地|果园","10 年","转让","200 亩","四川/资阳","柑橘 脐橙","地块区位优势好，政府规划已经形成一二三产业园区。此地块已经种植了一年的四个品种柑橘，道路硬化到地块，铺设了灌溉管道，土地流转费800每亩每年。\n200亩地，种植有爱媛，大雅，血橙8号，血橙9号四个品种。","79.09","经济作物种植、林木种植、休闲农业","良","良","一般","一般","一般"
"渭南富平县 138亩 油用牡丹园地 转让","土地编码:T546408 更新时间:2018-10-20 01:55:42 444 次查看","","","","","","","陕西/渭南/富平县","山药","2014年10月份种植的油用牡丹，套种12000棵海棠绿化树，修建有生产用房150平方，大棚200平方，晾嗮场硬化800平方，生产路泥结石路面800米，油用牡丹育苗3亩，三相用电，打井一口，微耕机四台，牡丹角专用脱耔机，分离机，汽油打药机等等工具俱全。","77.28","经济作物种植、林木种植、休闲农业","一般","良","一般","一般","一般"
"本镇自有梯田种植，水力较好，可种植水稻，小麦，牧草，中草药，玉米","土地编码：80298 更新时间：2018-10-20 01:25:42 1629 次查看","500","元/亩/年","耕地|水浇地","10 年","出租","4000 亩","安徽/滁州/凤阳县","水稻 小麦 玉米","","83.9","经济作物种植、粮油种植、休闲农业","良","良","一般","优","一般"
"转包1600亩旱地","土地编码：41603 更新时间：2018-10-20 01:25:39 1262 次查看","80","万元","耕地|旱地","10 年","转包","1600 亩","安徽/滁州/凤阳县","","","88.1","经济作物种植、粮油种植、休闲农业","良","良","一般","优","优"
"滁州凤阳县2500亩水浇地出租","土地编码：80296 更新时间：2018-10-20 01:25:37 1248 次查看","500","元/亩/年","耕地|水浇地","10 年","出租","2500 亩","安徽/滁州/凤阳县","","","83.9","经济作物种植、粮油种植、休闲农业","良","良","一般","优","一般"
"安徽省凤阳县小岗村5000亩耕地流转","土地编码：80297 更新时间：2018-10-20 01:25:37 8758 次查看","800","元/亩/年","耕地","10 年","出租","5000 亩","安徽/滁州/凤阳县","","土地平整，阳光充足。水源充沛，稻麦两季。","","","","","","",""
"滁州凤阳县40000亩有林地出租","土地编码：53357 更新时间：2018-10-20 01:25:37 67 次查看","280","元/亩/年","林地|有林地","70 年","出租","40000 亩","安徽/滁州/凤阳县","鸡 竹 松树 杉树","","84.7","经济作物种植、林木种植、休闲农业","良","良","一般","优","一般"
"滁州凤阳县500亩旱地出租","土地编码：60049 更新时间：2018-10-20 01:25:37 183 次查看","550","元/亩/年","耕地|旱地","10 年","出租","500 亩","安徽/滁州/凤阳县","","该土地位于安徽滁州，土地性质为耕地，面积：500亩，价格为：550元/亩/年，可流转10年；","81.15","经济作物种植、粮油种植、休闲农业","良","良","一般","良","一般"
"滁州凤阳县500亩水田出租","土地编码：42125 更新时间：2018-10-20 01:25:36 224 次查看","面议","","耕地|水田","10 年","出租","500 亩","安徽/滁州/凤阳县","","","81.15","经济作物种植、水稻种植、休闲农业","良","良","一般","良","一般"
"滁州凤阳县500亩水田出租","土地编码：102776 更新时间：2018-10-20 01:25:36 65 次查看","500","元/亩/年","耕地|水田","10 年","出租","500 亩","安徽/滁州/凤阳县","水稻 稻田养虾","每年可分二季付租金，丰产田，一般小麦年产800斤，杂交水稻1500斤，联系电话，13956302886罗总，","81.15","经济作物种植、水稻种植、休闲农业","良","良","一般","良","一般"
"重庆荣昌区 400亩 其它耕地 合作","土地编码:T549494 更新时间:2018-10-20 00:52:48 1059 次查看","","","","","","","重庆/荣昌区","","荣昌区最美原生态农业观光景点因管理不到位寻求合作，己承包多年租金相当实惠、政府扶持政策到位、坐等增值机会，背山邻河骑龙来水，己硬化8千平米，己建成5千平米使用房，邻河水塘2口10亩，机耕到道3公里，种植苗木10万余棵，因公司主营业多影响寻求有实力专业单位合作。唯一缺点，处于荣昌区和内江市区中间，高速要等内大高速通车才很方便，紧邻下道口。\r\n30千瓦内用电可水利自发，500千瓦内用电可协商电站入网价0.15。\r\n我公司会共同投资!\r\n荣昌 荣昌最优美自然风光 土地 266000平米权证有效期限\r\n内大高速2018年己确定开工今后交通极方便。","79.15","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","一般"
"广州南沙区400平米（有宅基地证！）宅基地转让","土地编码：96429 更新时间：2018-10-20 00:06:42 1386 次查看","100","万元","商业及住宅|宅基地","70 年","转让","400 平米","广东/广州/南沙区","","笋盘推介（有证宅基地）该土地位于南沙鱼窝头镇内，土地占地400平方，有旧宅基地证（可公证遗赠），旧房拆旧建新手续简易，业主急需用钱，不议价。该土地可进车，旁边鱼塘、农田 是休闲养老度假的好地方。上图实景图，如需了解更多情况欢迎致电或微信联系（手机同号）","","","","","","",""
"昌吉玛纳斯县500亩水浇地转让","土地编码：107418 更新时间：2018-10-20 22:13:12 5 次查看","140","万元","耕地|水浇地","10 年","转让","500 亩","新疆/昌吉/玛纳斯县","棉花","","77.7","经济作物种植、粮油种植、休闲农业","一般","一般","一般","良","一般"
"清远佛冈县110亩有林地转让","土地编码：107416 更新时间：2018-10-20 21:53:02 6 次查看","面议","","林地|有林地","23 年","转让","110 亩","广东/清远/佛冈县","","该土地位于广东清远，土地性质为林地，面积：110亩（鱼塘20亩），价格为：面议，可流转23年（到期可 延期）；本宗地在106国道边，离镇政府开发区20米，离高速路口4公里。发展休闲农业，农家乐，或服务区都非常合适。","82.96","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","优"
"成都简阳市 40亩 旱地 转包","土地编码：107338 更新时间：2018-10-20 20:39:37 23 次查看","70","万元","耕地|旱地","20 年","转包","40 亩","四川/成都/简阳市","","家庭农场喷灌设施齐全，养猪场地，生活办公室场地，满园的红心蜜柚和桔子非常喜人！正直丰收年啊！","77.1","经济作物种植、粮油种植、休闲农业","一般","良","一般","一般","一般"
"贵港港北区 100平米 宅基地 转让","土地编码:T562363 更新时间:2018-10-20 20:27:58 13 次查看","","","","","","","广西/贵港/港北区","","两间连体12米长，4.2米宽，共100平方","","","","","","",""
"珠海香洲区500平米厂房出租","土地编码:T562157 更新时间:2018-10-20 20:26:07 5 次查看","","","","","","","广东/珠海/香洲区","","该土地位于广东珠海，土地性质为工矿仓储，面积：500平米，价格为：面议，可流转3年；","","","","","","",""
"黔南龙里县40亩果园转包","土地编码:T560144 更新时间:2018-10-20 19:18:50 42 次查看","","","","","","","贵州/黔南/龙里县","樱桃 猕猴桃 柿子 杨梅","该土地位于贵州黔南，土地性质为园地，面积：40亩，价格为：90万元，可流转37年；","79.56","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"阿克苏库车县2000亩棉花地转让","土地编码：107386 更新时间：2018-10-20 19:03:58 8 次查看","600","万元","耕地|旱地","25 年","转让","2000 亩","新疆/阿克苏/库车县","棉花","2000亩棉花地，30年合同，剩余25年，今年中的小麦，有200-300亩，白地每年浇水、翻地，8口井，井深150m，现用的是60m的管子，可加深到72m，井手续齐全，有编号，水源没问题，地可连一起，基本无上交，售价3000元/亩，电是拉的专项电。","87.74","经济作物种植、粮油种植、休闲农业","一般","良","一般","优","优"
"阿克苏库车县100亩白地转让","土地编码：107387 更新时间：2018-10-20 19:03:45 11 次查看","20","万元","耕地|旱地","29 年","转让","100 亩","新疆/阿克苏/库车县","棉花","35年合同，剩余29年，2012年跟大老板签的二手合同，种了2年，荒了2年，现在没种，无房子，有宅基地可盖房，合同面积100亩，实际面积98亩，无产权证，可办，前3年上交免费，之后30元/亩，第四年40元/亩，第五年50元/亩，封顶50元元/亩，当时20万买的。","80.79","经济作物种植、粮油种植、休闲农业","一般","良","一般","一般","优"
"阿克苏温宿县23.5亩核桃地转让","土地编码：107389 更新时间：2018-10-20 19:03:31 2 次查看","47","万元","园地|果园","18 年","转让","23.5 亩","新疆/阿克苏/温宿县","核桃","30年合同，剩余18年，二手合同，跟当地书记签的二手合同，树龄12年，无房子，185占99%，新2占1%，无产权证，上交一直都是500元/亩，大渠水，不交水费，水免费用，去年产量300公斤/亩干核桃，树间距3*5，无过户费，因家中有事，故出售。","80.71","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"阿克苏温宿县25亩核桃地转让","土地编码：107390 更新时间：2018-10-20 19:03:17 4 次查看","50","万元","园地|果园","24 年","转让","25 亩","新疆/阿克苏/温宿县","核桃","30年合同，剩余24年，二手合同，跟当地书记签的二手合同，树龄6年，全是185，此地有房，4件房子，可住人，打了地坪，房子价格10几万，卖核桃地的价格不包含房子，房子价格另算，无产权证，上交一直都是850公斤/亩，去年产量300公斤/亩干核桃，大渠水，不交水费，免费用水，树间距6*6，无过户费。","79.53","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"阿克苏温宿县50亩核桃地转让","土地编码：107391 更新时间：2018-10-20 19:02:42 17 次查看","10","万元","园地|果园","16 年","转让","50 亩","新疆/阿克苏/温宿县","核桃","30年合同，剩余16年，一手合同，跟林场签的一手合同，3年树龄，20亩地是核桃面，30亩地是白地，地里无房子，房子在居民点，上交220元/亩，3年一涨，涨幅为30元280元/亩封顶，大渠水、井水都有，水费100元/亩，过户费200元/亩，地主不承担，树间距3*5。","80.31","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"阿克苏温宿县28.8亩核桃地转让","土地编码：107392 更新时间：2018-10-20 19:02:00 2 次查看","45","万元","园地|果园","19 年","转让","28.8 亩","新疆/阿克苏/温宿县","核桃","30年合同，剩余19年，一手合同，跟村里面签的一手合同，前10年不上交，现在上交12公斤/亩，然后每年涨2公斤，第20年开始每4年涨4公斤，最后一年为54公斤/亩，有房子，130平，地坪400-500平，房子可住人，清洗、剥皮的核桃机器还都是新的，一起打包流转，185占60%，新2占40%，10年树龄，去年产量10吨干核桃，大渠水，水电费90-110元/亩，过户费以前为500元/亩，现在不清楚，不过可以协商解决，树间距3*5，株数为24-32株/亩。","79.15","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"衡水武邑县 杨庄村5.5亩 空闲用地 出租","土地编码：107376 更新时间：2018-10-20 17:43:00 7 次查看","面议","","其它用地|空闲用地","50 年","出租","5.5 亩","河北/衡水/武邑县","","该地块位于武邑县杨庄村武小路边，南北52米，东西70米，地块面积3640平方米，宅基地属性，有宅基证，空地，有水源，可用作盖厂房，有需要者欢迎来电洽谈。","","","","","","",""
"阿克苏阿瓦提县 7000亩 水浇地 转让","土地编码：107007 更新时间：2018-10-20 17:28:17 615 次查看","2450","万元","耕地|水浇地","30 年","转让","7000 亩","新疆/阿克苏/阿瓦提县","棉花","\u3000一手合同，公司抵押性质，7000亩棉花熟地，重新签的30年合同，之前种植棉花10年。原始合同上交35元/亩，水电路三通，亩产400公斤棉花，享受政府棉花补贴200元/亩。另有房屋100多间，供承包户居住，土地承包费每亩700-750元，带有机井30多个，浇地可以用大渠水和机井水灌溉。全部使用的是滴灌带，转让后政府新的政策是160元/亩，转让费大约10-20万左右，可协商。对公转让所得税自己上交，也可以使用原始合同，单独签双方协议，保留5%股权。此外还可以分割出售，至少2000亩以上，一次性付款。","86.51","经济作物种植、粮油种植、休闲农业","良","良","一般","优","优"
"梅州平远县800亩水田合作","土地编码：105549 更新时间：2018-10-20 16:57:01 19 次查看","面议","","耕地|水田","15 年","合作","800 亩","广东","光伏用地","该土地位于广东梅州，土地性质为耕地，面积：800亩，价格为：面议，可流转15年；","53.08","经济作物种植、水稻种植、休闲农业","一般","一般","一般","良","一般"
"上海浦东新区  40亩 工业用地 出租","土地编码：107369 更新时间：2018-10-20 16:25:54 9 次查看","50000","元/亩/年","工矿仓储|工业用地","50 年","出租","40 亩","上海/浦东新区","","该土地位于上海浦东新区，土地性质为工矿仓储，面积：40亩，价格为：50000元/亩/年，可流转50年；","","","","","","",""
"阿克苏乌什县30亩果园转包","土地编码：107295 更新时间：2018-10-20 16:23:46 3 次查看","25","万元","园地|果园","20 年","转包","30 亩","新疆/阿克苏/乌什县","核桃","该土地位于新疆阿克苏，土地性质为园地，面积：30亩，价格为：25万元，可流转20年；","75.33","经济作物种植、林木种植、休闲农业","良","良","一般","一般","一般"
"清远英德市 245亩 工业用地 出租","土地编码：57637 更新时间：2018-10-20 15:51:46 84 次查看","面议","","工矿仓储|工业用地","45 年","出租","245 亩","广东/清远/英德市","","现有工业用地面积为245亩，可将面积整租或者划分出租。该地位于广东省英德市英佛公路边，交通便利、生活配置齐全。出租期限45年。该地已有合法土地证及相关项目环评手续。如有意租用者，请联系","","","","","","",""
"清远连州市1000亩水田合作","土地编码：26763 更新时间：2018-10-20 15:51:26 359 次查看","面议","","耕地|水田","39 年","合作","1000 亩","广东/清远/连州市","","连州市东陂镇前江村地理位置优越，114线东陂第一站前江，矩离地下河5公里，旅游大道南向连接石兰寨岳飞古营地交界地，西接东江村大河，村内秦汉古道必经前江石板巷道，明清古屋上百间保存完好，易修复，适合大型生态休闲旅游项目投资，寻求大型项目有实力的公司与村共同合作开发，良田山地有过千亩暂未发放承包，有项目者可联系","89.51","经济作物种植、水稻种植、休闲农业","一般","优","一般","优","优"
"清远英德 500亩 有林地 转让","土地编码：29902 更新时间：2018-10-20 15:51:26 186 次查看","80","万元","林地|有林地","12 年","转让","500 亩","广东/清远/英德市","","该土地位于广东清远，土地性质为林地，面积：500亩，价格为：80万元，可流转12年；","86.03","经济作物种植、林木种植、休闲农业","一般","优","一般","良","优"
"清远英德市500亩有林地转让","土地编码：29955 更新时间：2018-10-20 15:51:26 103 次查看","面议","","林地|有林地","12 年","转让","500 亩","广东/清远/英德市","","本土地之前重植砂糖桔，现亏本转让","85.42","经济作物种植、林木种植、休闲农业","一般","优","一般","良","优"
"广清同城 独栋豪宅内部转名 40套打包 好项目","土地编码：69001 更新时间：2018-10-20 15:50:57 438 次查看","1000","万元","商业及住宅|商业用地","70 年","转让","20000 平米","广东/清远/清城区","","打包好项目 清远北 不限购 不限贷 内部转名 价格低到不敢相信 联系有内部价格 总共40套别墅 现楼","","","","","","",""
"清远连州市 260亩 ，山地220亩，良田40亩","土地编码：69074 更新时间：2018-10-20 15:50:57 248 次查看","60","万元","草地|天然牧草地","22 年","转让","260 亩","广东/清远/连州市","","一次付清不需转让费，每年付，需一定转让费！\r\n也可合作开发，若前三年开发亏损，且不想再租，可免三年租金！","79.58","经济作物种植、畜牧饲养、休闲农业","一般","优","一般","一般","一般"
"广东清远英德市160亩有林地转让","土地编码：69826 更新时间：2018-10-20 15:50:57 251 次查看","36","万元","林地|有林地","19 年","转让","160 亩","广东/清远/英德市","桉树","证件齐全，包有路进出，已全部种植完桉树一年。余下19年期合同。租金已经全部交完。36万一口价发包。","79.67","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","一般"
"清远  英德市 400亩 水田 合作","土地编码：62546 更新时间：2018-10-20 15:50:35 161 次查看","面议","","耕地|水田","70 年","合作","400 亩","广东/清远/英德市","","农田，一年四季水源充足，有仓库，交通便利。","81.48","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","一般"
"转让24亩城镇住宅用地","土地编码：65350 更新时间：2018-10-20 15:50:35 718 次查看","面议","","商业及住宅|城镇住宅","38 年","转让","24 亩","广东/清远/清城区","","","","","","","","",""
"清远连州市 20亩 综合养殖用地 入股","土地编码：67045 更新时间：2018-10-20 15:50:35 240 次查看","面议","","养殖用地|综合养殖用地","20 年","入股","20 亩","广东/清远/连州市","","该土地位于广东清远广东省清远市连州市，土地性质为养殖用地，面积：20亩，价格为：面议，可流转20年；","77.77","牲畜饲养、休闲农业、生态农场","一般","优","一般","一般","一般"
"清远阳山县 200亩 其它林地 转让","土地编码：91266 更新时间：2018-10-20 15:50:34 69 次查看","面议","","林地|其它林地","23 年","转让","200 亩","广东/清远/阳山县","","该土地位于广东清远，土地性质为林地，面积：200，可流转23年；","79.6","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","一般"
"清远英德 500亩 有林地 转让","土地编码：29902 更新时间：2018-10-20 15:51:26 186 次查看","80","万元","林地|有林地","12 年","转让","500 亩","广东/清远/英德市","","该土地位于广东清远，土地性质为林地，面积：500亩，价格为：80万元，可流转12年；","86.03","经济作物种植、林木种植、休闲农业","一般","优","一般","良","优"
"清远英德市500亩有林地转让","土地编码：29955 更新时间：2018-10-20 15:51:26 103 次查看","面议","","林地|有林地","12 年","转让","500 亩","广东/清远/英德市","","本土地之前重植砂糖桔，现亏本转让","85.42","经济作物种植、林木种植、休闲农业","一般","优","一般","良","优"
"广清同城 独栋豪宅内部转名 40套打包 好项目","土地编码：69001 更新时间：2018-10-20 15:50:57 438 次查看","1000","万元","商业及住宅|商业用地","70 年","转让","20000 平米","广东/清远/清城区","","打包好项目 清远北 不限购 不限贷 内部转名 价格低到不敢相信 联系有内部价格 总共40套别墅 现楼","","","","","","",""
"清远连州市 260亩 ，山地220亩，良田40亩","土地编码：69074 更新时间：2018-10-20 15:50:57 248 次查看","60","万元","草地|天然牧草地","22 年","转让","260 亩","广东/清远/连州市","","一次付清不需转让费，每年付，需一定转让费！\r\n也可合作开发，若前三年开发亏损，且不想再租，可免三年租金！","79.58","经济作物种植、畜牧饲养、休闲农业","一般","优","一般","一般","一般"
"广东清远英德市160亩有林地转让","土地编码：69826 更新时间：2018-10-20 15:50:57 251 次查看","36","万元","林地|有林地","19 年","转让","160 亩","广东/清远/英德市","桉树","证件齐全，包有路进出，已全部种植完桉树一年。余下19年期合同。租金已经全部交完。36万一口价发包。","79.67","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","一般"
"清远  英德市 400亩 水田 合作","土地编码：62546 更新时间：2018-10-20 15:50:35 161 次查看","面议","","耕地|水田","70 年","合作","400 亩","广东/清远/英德市","","农田，一年四季水源充足，有仓库，交通便利。","81.48","经济作物种植、水稻种植、休闲农业","一般","优","一般","一般","一般"
"转让24亩城镇住宅用地","土地编码：65350 更新时间：2018-10-20 15:50:35 718 次查看","面议","","商业及住宅|城镇住宅","38 年","转让","24 亩","广东/清远/清城区","","","","","","","","",""
"清远连州市 20亩 综合养殖用地 入股","土地编码：67045 更新时间：2018-10-20 15:50:35 240 次查看","面议","","养殖用地|综合养殖用地","20 年","入股","20 亩","广东/清远/连州市","","该土地位于广东清远广东省清远市连州市，土地性质为养殖用地，面积：20亩，价格为：面议，可流转20年；","77.77","牲畜饲养、休闲农业、生态农场","一般","优","一般","一般","一般"
"清远阳山县 200亩 其它林地 转让","土地编码：91266 更新时间：2018-10-20 15:50:34 69 次查看","面议","","林地|其它林地","23 年","转让","200 亩","广东/清远/阳山县","","该土地位于广东清远，土地性质为林地，面积：200，可流转23年；","79.6","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","一般"
"清远连州市 1000亩地转让","土地编码：107324 更新时间：2018-10-20 15:49:41 5 次查看","面议","","耕地|旱地","50 年","转让","1000 亩","广东/清远/连州市","","位置在连州市西江镇高山","85.13","经济作物种植、粮油种植、休闲农业","一般","优","一般","优","一般"
"韶关武江区 180平米 商业用地 转让","土地编码：46742 更新时间：2018-10-20 15:48:20 311 次查看","500","万元","商业及住宅|商业用地","60 年","转让","180 平米","广东/韶关/武江区","","","","","","","","",""
"韶关浈江区100平米宅基地转让","土地编码：90134 更新时间：2018-10-20 15:48:20 143 次查看","30","万元","商业及住宅|宅基地","70 年","转让","100 平米","广东/韶关/浈江区","","","","","","","","",""
"韶关翁源县1.2亩耕地-其它耕地转让","土地编码：91466 更新时间：2018-10-20 15:48:20 64 次查看","面议","","耕地|其它耕地","10 年","转让","1.2 亩","广东/韶关/翁源县","","该土地位于广东韶关，土地性质为耕地，面积：1.20亩，可流转10年；","78.58","经济作物种植、粮油种植、休闲农业","一般","优","一般","一般","一般"
"韶关南雄市 100亩 其它耕地 转包","土地编码：97083 更新时间：2018-10-20 15:47:29 68 次查看","面议","","耕地|其它耕地","20 年","转包","100 亩","广东/韶关/南雄市","","农林牧渔种养结合，基础设施完善，集中成片适合开发休闲农场。因资金短缺，难以运作。","77.42","经济作物种植、粮油种植、休闲农业","一般","良","一般","一般","一般"
"韶关南雄市 100亩 水田 转让","土地编码：97370 更新时间：2018-10-20 15:47:29 38 次查看","50","万元","耕地|水田","20 年","转让","100 亩","广东/韶关/南雄市","","立体种养生态农场，集中成片适合发展休闲农业，观光旅游。鹰嘴桃种植四十亩（1000株），大三红蜜柚种植十亩（360株），砂糖橘种植十亩（300株），鱼塘二十亩种植有莲子观光采摘园，水果全部2018年初种植。水田十亩，预留十多亩可做休闲游乐场及餐饮建设。交通水路便利，浈江河边，离南雄城六公里。","77.42","经济作物种植、水稻种植、休闲农业","一般","良","一般","一般","一般"
"韶关翁源县 20亩 农场 转包","土地编码：46438 更新时间：2018-10-20 15:47:28 896 次查看","8","万元","养殖用地|农场","30 年","转包","20 亩","广东/韶关/翁源县","","该土地位于广东韶关，土地性质为养殖用地，面积：20亩，价格为：8万元，可流转30年；","78.72","牲畜饲养、休闲农业、生态农场","一般","优","一般","一般","一般"
"韶关曲江区 150亩 农场 转让","土地编码：46288 更新时间：2018-10-20 15:46:47 1025 次查看","75","万元","养殖用地|农场","21 年","转让","150 亩","广东/韶关/曲江区","杉树","有6亩鱼塘，红砖房300平方米，150亩良种杉树，树龄4年，红花茶500棵","78.36","牲畜饲养、休闲农业、生态农场","一般","优","一般","一般","一般"
"翁源龙仙镇80亩果园65万低价转让！","土地编码：46905 更新时间：2018-10-20 15:46:46 1819 次查看","55","万元","园地|果园","20 年","转让","80 亩","广东/韶关/翁源县","柑橘 脐橙","","83.24","经济作物种植、林木种植、休闲农业","一般","优","一般","一般","优"
"韶关乐昌市300平米商业及住宅-综合用地转让","土地编码：84761 更新时间：2018-10-20 15:46:46 185 次查看","168","万元","商业及住宅|综合用地","70 年","转让","300 平米","广东/韶关/乐昌市","","该土地位于广东韶关，土地性质为商业及住宅，面积：300平米，价格为：168万元，可流转70年；","","","","","","",""
"QM河南  安阳 5亩 工业用地 出租","土地编码：52883 更新时间：2018-10-20 15:41:40 122 次查看","90000","元/亩/年","工矿仓储|工业用地","20 年","出租","5 亩","河南/安阳","","临近大路，5间房，有空调，水电齐全","","","","","","",""
"安阳安阳县 100亩 水浇地 出租","土地编码：50415 更新时间：2018-10-20 15:41:39 149 次查看","1100","元/亩/年","耕地|水浇地","50 年","出租","100 亩","河南/安阳/安阳县","玉米 大蒜 小麦 棉花 花生 黄豆 芝麻 大麦","地块紧邻安阳北环路，目前确权已登记，租赁合同50年以内，交通便利，水电齐全，租金支付方式灵活， 可以发展现代农业、农家乐、休闲农场等，种植的巨峰葡萄很有名。","81.56","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"租赁30亩养殖用地","土地编码：51202 更新时间：2018-10-20 15:41:39 508 次查看","面议","","养殖用地|综合养殖用地","20 年","出租","30 亩","河南/安阳/北关区","","土地上面有建房子，3层楼房，其他是空地，水电都通，交通方便，具体面谈","74.22","牲畜饲养、休闲农业、生态农场","一般","良","一般","一般","一般"
"安阳内黄县 500亩 水浇地 入股","土地编码：50608 更新时间：2018-10-20 15:41:26 602 次查看","面议","","耕地|水浇地","20 年","入股","500 亩","河南/安阳/内黄县","","该土地位于河南安阳后河镇，土地性质为耕地，面积：500亩，价格为：面议，可流转20年； \r\n目前用途：现地块利用现状为种植；适合项目：此地块非常适合从种植作物的项目；权证类型：农村土地承包经营权证；有无政策补贴：可享受当地种粮直补、良种补贴等政策；其它补充地块平整程度非常平整，土地肥力较高，配套设施：供电已接通、进入道路为土路、附属设施:水井等。","83.94","经济作物种植、粮油种植、休闲农业","良","良","一般","良","优"
"安阳林州 1000平米 综合用地 转让","土地编码：50615 更新时间：2018-10-20 15:41:26 291 次查看","200","万元","商业及住宅|综合用地","70 年","转让","1000 平米","河南/安阳/林州市","","红旗渠开发区金陵社区。小区地下车库用地，地面上可以建幼儿园，会所。","","","","","","",""
"河南安阳龙安区耕地转让","土地编码：51205 更新时间：2018-10-20 15:41:26 477 次查看","面议","","耕地|水浇地","20 年","转让","3 亩","河南/安阳/龙安区","","","79.96","经济作物种植、粮油种植、休闲农业","一般","良","一般","一般","优"
"出租洪河屯良田数亩","土地编码：51754 更新时间：2018-10-20 15:41:26 1770 次查看","1000","元/亩/年","耕地|旱地","5 年","出租","10 亩","河南/安阳/安阳县","","地块平整，方正，水利方便，交通便利","84.06","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"QM安阳  汤阴 300平米 厂房 出租","土地编码：52867 更新时间：2018-10-20 15:41:26 288 次查看","5","元/平米/月","工矿仓储|厂房","50 年","出租","300 平米","河南/安阳/汤阴县","","","","","","","","",""
"安阳林州 60亩 旱地 转包","土地编码：50621 更新时间：2018-10-20 15:41:25 851 次查看","550","元/亩/年","耕地|旱地","10 年","转包","60 亩","河南/安阳/林州市","玉米","该土地位于河南安阳，土地性质为耕地，面积：60亩，价格为：面议，可流转10年；从村里承包过来的土地 合同期限还剩10年 到期可续 适合种植玉米 经济林 或者养殖都可以 水电可以接通 交通方便 有水泥路通车 可以机械化操作","75.84","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","一般"
"转让4.2亩水浇地","土地编码：51204 更新时间：2018-10-20 15:41:25 450 次查看","4.5","万元/亩","耕地|水浇地","70 年","转让","4.2 亩","河南/安阳/文峰区","","","78.63","经济作物种植、粮油种植、休闲农业","一般","良","一般","一般","优"
"安阳汤阴县 100亩 果园 转让","土地编码：51189 更新时间：2018-10-20 15:41:08 713 次查看","面议","","园地|果园","30 年","转让","100 亩","河南/安阳/汤阴县","核桃","冠核一号核桃苗当年种当年见果，适合土地流转后发展项目！管理简单，效益大！育苗基地2000多亩，支持参观考察！亩产800斤以上，包回收干果，保成活率！","78.85","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"(出租)大白线新车管所附近700平大院出租","土地编码：52462 更新时间：2018-10-20 15:41:08 409 次查看","面议","","耕地|其它农用地","10 年","出租","700 平米","河南/安阳","","","82.9","经济作物种植、粮油种植、休闲农业","优","良","一般","良","一般"
"租赁200亩水浇地","土地编码：51194 更新时间：2018-10-20 15:41:07 652 次查看","1100","元/亩/年","耕地|水浇地","10 年","出租","200 亩","河南/安阳/安阳县","","200亩水浇地，对外出租，寻求合作详情请联系土流网安阳土流流转中心","83.29","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"安阳滑县 5750平米 厂房 出租","土地编码：53595 更新时间：2018-10-20 15:41:07 260 次查看","9","元/平米/月","工矿仓储|厂房","20 年","出租","5750 平米","河南/安阳/滑县","","","","","","","","",""
"安阳东外环5000平米大院出租","土地编码：54063 更新时间：2018-10-20 15:41:07 98 次查看","面议","","工矿仓储","20 年","出租","5000 平米","河南/安阳","","价格面议","","","","","","",""
"河南省安阳市20亩物流园招租","土地编码：54064 更新时间：2018-10-20 15:41:07 345 次查看","面议","","工矿仓储","30 年","出租","20 亩","河南/安阳/北关区","","占地50亩\xa0办公室50间\xa0地面硬化\xa0水电齐全\xa0物流\xa0仓储\xa0办公的理想厂地\xa0有意者\xa0电话联系\xa0价格面议","","","","","","",""
